Location A,Location B,Means of transport,Distance,Way,Cardinal point,Order A,Order B
Aeroporto de Beja,Aeroporto de Lisboa - Terminal 1,Plane,130.9,,NW,9,6
Aeroporto de Beja,Aeroporto de Sevilha,Plane,193.4,,SE,4,3
Aeroporto de Beja,Beja,Car,9.6,,SE,1,3
Aeroporto de Beja,Cuba,Car,14.5,,NE,2,5
Aeroporto de Córdoba,Aeroporto de Gibraltar,Plane,193.1,,S,6,4
Aeroporto de Córdoba,Aeroporto de Jerez,Plane,162.6,,SW,4,3
Aeroporto de Córdoba,Aeroporto de Lisboa - Terminal 1,Plane,389.1,,NW,10,12
Aeroporto de Córdoba,Aeroporto de Madrid-Barajas - Terminal 3,Plane,313.3,,NE,9,4
Aeroporto de Córdoba,Aeroporto de Málaga - Costa del Sol,Plane,132.8,,S,7,6
Aeroporto de Córdoba,Aeroporto de Salamanca,Plane,349.8,,N,11,4
Aeroporto de Córdoba,Aeroporto de Sevilha,Plane,104.0,,SW,3,5
Aeroporto de Córdoba,Aeroporto Federico García Lorca Granada-Jaén,Plane,119.3,,SE,8,2
Aeroporto de Córdoba,CO-32 - Fim,Car,4.1,N-437,NE,1,2
Aeroporto de Faro,Aeroporto de Jerez,Plane,173.2,,SE,6,4
Aeroporto de Faro,Aeroporto de Lisboa - Terminal 1,Plane,221.3,,NW,10,7
Aeroporto de Faro,Aeroporto de Madrid-Barajas - Terminal 3,Plane,542.0,,NE,9,5
Aeroporto de Faro,Aeroporto de Málaga - Costa del Sol,Plane,312.1,,E,8,2
Aeroporto de Faro,Aeroporto de Sevilha,Plane,188.9,,NE,4,4
Aeroporto de Faro,Montenegro,Car,2.6,N125-10,N,1,1
Aeroporto de Faro,Praia de Faro,Car,4.8,,SW,2,1
Aeroporto de Gibraltar,Aeroporto de Jerez,Plane,91.7,,NW,2,6
Aeroporto de Gibraltar,Aeroporto de Lisboa - Terminal 1,Plane,444.4,,NW,7,11
Aeroporto de Gibraltar,Aeroporto de Madrid-Barajas - Terminal 3,Plane,505.7,,N,6,6
Aeroporto de Gibraltar,Aeroporto de Málaga - Costa del Sol,Plane,96.4,,NE,5,4
Aeroporto de Gibraltar,Aeroporto de Sevilha,Plane,148.7,,NW,3,8
Aeroporto de Gibraltar,Fronteira Espanha-Gibraltar - Lado de Gibraltar,Car,0.1,,NW,1,2
Aeroporto de Jerez,Aeroporto de Lisboa - Terminal 1,Plane,352.7,,NW,9,13
Aeroporto de Jerez,Aeroporto de Málaga - Costa del Sol,Plane,139.9,,E,7,3
Aeroporto de Jerez,Aeroporto de Sevilha,Plane,76.1,,N,2,6
Aeroporto de Jerez,Aeroporto Federico García Lorca Granada-Jaén,Plane,209.1,,NE,8,4
Aeroporto de Lisboa - Terminal 1,Aeroporto de Lisboa - Terminal 2,Car,1.1,,W,3,1
Aeroporto de Lisboa - Terminal 1,Aeroporto de Madrid-Barajas - Terminal 3,Plane,512.4,,NE,4,7
Aeroporto de Lisboa - Terminal 1,Aeroporto de Málaga - Costa del Sol,Plane,470.9,,SE,10,9
Aeroporto de Lisboa - Terminal 1,Aeroporto de Salamanca,Plane,393.3,,NE,14,7
Aeroporto de Lisboa - Terminal 1,Aeroporto de Sevilha,Plane,322.2,,SE,9,12
Aeroporto de Lisboa - Terminal 1,"Estação Aeroporto, Metro de Lisboa",Transfer,0.0,,S,15,1
Aeroporto de Lisboa - Terminal 1,Segunda Circular - Saída 2,Car,0.4,,E,2,3
Aeroporto de Lisboa - Terminal 1,Segunda Circular - Saída 3,Car,0.9,,SW,1,3
Aeroporto de Madrid-Barajas - Terminal 1,Aeroporto de Madrid-Barajas - Terminal 2,Transfer,0.0,,N,1,3
Aeroporto de Madrid-Barajas - Terminal 1,M-14 - T1-T2-T3 Sul,Car,0.5,,SW,2,3
Aeroporto de Madrid-Barajas - Terminal 2,Aeroporto de Madrid-Barajas - Terminal 3,Transfer,0.0,,NW,2,2
Aeroporto de Madrid-Barajas - Terminal 2,Estação de Aeropuerto T1-T2-T3,Transfer,0.0,,W,1,4
Aeroporto de Madrid-Barajas - Terminal 2,M-14 - T1-T2-T3 Sul,Car,0.9,,SW,4,4
Aeroporto de Madrid-Barajas - Terminal 3,Aeroporto de Málaga - Costa del Sol,Plane,429.8,,S,8,8
Aeroporto de Madrid-Barajas - Terminal 3,Aeroporto de Sevilha,Plane,395.2,,SW,9,11
Aeroporto de Madrid-Barajas - Terminal 3,Aeroporto Federico García Lorca Granada-Jaén,Plane,367.0,,S,10,6
Aeroporto de Madrid-Barajas - Terminal 3,Estação de Aeropuerto T1-T2-T3,Transfer,0.0,,S,1,3
Aeroporto de Madrid-Barajas - Terminal 4,Aeroporto de Madrid-Barajas - Terminal 4S,Train,2.2,Aeroporto de Madrid-Barajas,E,2,1
Aeroporto de Madrid-Barajas - Terminal 4,Aeroporto de Salamanca,Plane,169.6,,W,3,3
Aeroporto de Madrid-Barajas - Terminal 4,Estação de Aeropuerto T4,Transfer,0.0,,N,1,2
Aeroporto de Málaga - Costa del Sol,Aeroporto de Sevilha,Plane,148.8,,NW,5,9
Aeroporto de Málaga - Costa del Sol,Aeroporto Federico García Lorca Granada-Jaén,Plane,85.3,,NE,7,5
Aeroporto de Málaga - Costa del Sol,Cruzamento da MA-20 com a MA-23,Car,2.8,MA-23,SE,1,2
Aeroporto de Salamanca,Aeroporto de Sevilha,Plane,393.8,,S,5,14
Aeroporto de Salamanca,Encinas de Abajo,Car,3.7,N-501,E,1,3
Aeroporto de Sevilha,Aeroporto Federico García Lorca Granada-Jaén,Plane,189.3,,E,10,3
Afonso Vicente,Cortes Pereiras,Car,2.9,,E,2,1
Afonso Vicente,Cruzamento da N122 com a M507,Car,3.5,,SW,3,2
Afonso Vicente,Menires do Lavajo,Car,1.3,,NE,1,2
"Álamo, Alcoutim",Barranco das Pereiras,Car,1.2,,S,2,1
"Álamo, Alcoutim",Rotunda da Árvore,Car,0.5,,N,1,3
"Álamo, Mértola",Bicada,Car,1.6,,NW,6,1
"Álamo, Mértola",Cruzamento da N122 com a N267,Car,5.9,N122,N,3,1
"Álamo, Mértola",Espírito Santo,Car,5.8,N122,SE,1,2
"Álamo, Mértola",Lombardos,Car,4.3,,NE,4,1
"Álamo, Mértola",Moinhos de Vento de Baixo,Car,4.1,,S,5,1
"Álamo, Mértola",Roncão de Cima,Car,6.3,,SE,2,2
Albernoa,IP2 - Saída 46,Car,1.0,,NE,1,3
Albufeira - Centro histórico,Cruzamento da N125 com a N395,Car,4.2,,N,2,3
Albufeira - Centro histórico,Marina de Albufeira,Car,4.2,,SW,3,1
Albufeira - Centro histórico,Praia dos Alemães,Car,2.5,,SE,1,2
Albufeira - Rua da Oura,Cruzamento da N125 com a N269,Car,4.5,,N,4,1
Albufeira - Rua da Oura,Praia da Oura,Car,0.7,,S,2,1
Albufeira - Rua da Oura,Praia de Santa Eulália,Car,1.8,,SE,1,2
Albufeira - Rua da Oura,Praia dos Alemães,Car,1.6,,SW,3,1
Alcácer do Sal,Cais Palafítico da Carrasqueira,Boat,26.9,Rio Sado,W,6,3
Alcácer do Sal,Comporta,Car,29.0,,W,5,2
Alcácer do Sal,Cruzamento da N5 com a N262,Car,21.1,N5,SE,3,3
Alcácer do Sal,Cruzamento do IC1 com o IP8,Car,19.6,IC1,SW,1,3
Alcácer do Sal,Santa Susana,Car,14.8,,NE,4,1
Alcantarilha,Armação de Pêra,Car,3.2,,SW,1,2
Alcantarilha,Estação de Alcantarilha,Car,5.7,,N,4,2
Alcantarilha,"Pêra, Silves",Car,1.4,N125,SE,2,5
Alcaria dos Javazes,Espírito Santo,Car,3.3,,NW,1,4
Alcaria,Fonte do Penedo,Car,0.9,,S,3,1
Alcaria,Foz de Odeleite,Car,3.5,,NE,1,2
Alcaria,Odeleite,Car,3.4,,W,2,1
Alcarias Grandes,Corte do Gago,Car,2.5,,NW,2,1
Alcarias Grandes,Tanoeiro,Car,2.4,,S,1,2
Alcoutim,Barragem de Alcoutim,Car,2.4,,W,3,1
Alcoutim,Cortes Pereiras,Car,6.0,,NW,4,2
Alcoutim,Laranjeiras,Boat,9.5,Rio Guadiana,S,6,3
Alcoutim,Marmeleiro,Car,2.8,N122-1,SW,1,1
Alcoutim,Montinho das Laranjeiras,Car,8.8,,S,2,1
Alcoutim,Sanlúcar de Guadiana,Boat,0.3,Rio Guadiana,NE,5,4
Alferce,Castro de Alferce,Car,2.6,,S,2,1
Alferce,Monchique,Car,8.6,,SW,3,1
Alferce,São Marcos da Serra,Car,17.6,,NE,1,2
Algar de Benagil,Praia de Benagil,Boat,0.2,Algar de Benagil,W,1,3
Algarve Shopping,Guia,Car,2.2,N125,W,2,1
Algarve Shopping,IC1 - Fim,Car,2.0,N125,E,1,3
Algoz,Cruzamento da N269 com a N269-2,Car,3.2,,SE,1,3
Algoz,Estação de Alcantarilha,Car,4.3,,W,5,1
Algoz,Estação de Alcantarilha,Train,4.2,Linha do Algarve - Regional,W,7,4
Algoz,Guia,Car,4.6,,S,3,2
Algoz,Tunes,Car,4.5,,E,2,4
Algoz,Tunes,Train,4.4,Linha do Algarve - Regional,E,6,7
Aljezur,Cruzamento da N120 com a N268,Car,7.3,N120,S,2,2
Aljezur,Marmelete,Car,14.9,,E,1,3
Aljezur,Praia da Amoreira,Car,8.7,,NW,6,1
Aljezur,Praia da Arrifana,Car,9.9,,SW,3,1
Aljezur,Praia de Monte Clérigo,Car,8.6,,NW,5,2
Aljezur,Ribat da Arrifana,Car,11.0,,W,4,1
Aljezur,Rogil,Car,6.7,N120,N,7,1
Aljustrel,Ervidel,Car,14.5,N2,NE,4,1
Aljustrel,IP2 - Saída 48,Car,21.6,N2,S,1,4
Aljustrel,Messejana,Car,9.9,,SW,3,2
Almada de Ouro,Azinhal,Car,4.3,N122,SW,2,1
Almada de Ouro,Costa Esuri,Boat,5.2,Rio Guadiana,S,4,2
Almada de Ouro,Cruzamento da N122 com a M1063,Car,3.6,N122,NW,1,2
Almada de Ouro,Foz de Odeleite,Boat,4.9,Rio Guadiana,N,3,4
Almancil,Cruzamento da N125 com a N396,Car,2.3,N125,NW,5,2
Almancil,Cruzamento do IC4 com a N125,Car,5.0,N125,SE,1,5
Almancil,Estação de Almancil,Car,1.1,,NE,2,2
Almancil,Quinta do Lago,Car,5.1,,S,4,1
Almancil,Vale do Lobo,Car,5.7,,SW,3,1
Almodôvar,Ameixal,Car,23.2,N2,SE,2,4
Almodôvar,Castro Verde,Car,21.6,N2,N,5,3
Almodôvar,Cruzamento da N122 com a N267,Car,39.1,,NE,1,4
Almodôvar,Mina de Neves-Corvo,Car,16.7,,NE,4,1
Alta Mora,Cruzamento da M509 com a M512,Car,4.1,,E,1,1
Alta Mora,Furnazinhas,Car,13.0,,N,3,3
Alta Mora,Vaqueiros,Car,21.3,,NW,2,3
Alte,Benafim,Car,4.9,N124,E,1,1
Alte,Cruzamento da N124 com a N270,Car,7.4,N124,W,3,2
Alte,Paderne,Car,9.9,,SW,2,5
Altura,Cruzamento da N125 com a N125-6,Car,2.2,N125,NE,2,4
Altura,Vila Nova de Cacela,Car,3.5,N125,W,3,1
Alves,Picoitos,Car,2.4,,S,2,1
Alves,Tamejoso,Car,3.5,,NW,1,2
Alvito,Estação de Alvito,Car,3.5,,S,2,4
Alvito,Vila Nova da Baronia,Car,5.8,,NW,3,3
Alvito,Villa Romana de São Cucufate,Car,17.0,,SE,1,3
Alvor,Marina de Lagos,Boat,9.7,Costa de Portugal Continental,SW,4,3
Alvor,Marina de Portimão,Boat,13.4,Costa de Portugal Continental,W,5,3
Alvor,Portimão - Avenida São Lourenço da Barrosa,Car,4.8,,NE,2,7
Alvor,Praia do Vau,Car,4.1,,SE,1,3
Amareleja,Barrancos,Car,27.1,,SE,2,4
Amareleja,Póvoa de São Miguel,Car,11.0,,NW,4,2
Amareleja,Safara,Car,13.4,,S,1,3
Amareleja,Valencia del Mombuey,Car,12.9,,NE,3,2
Ameixal,Corte João Marques,Car,8.7,,E,2,3
Ameixal,Miradouro do Caldeirão,Car,9.7,N2,S,1,2
Ameixal,Salir,Car,21.7,,SW,3,1
Antiga Estação de Aljaraque,Cartaya,Train,8.1,Antiga Linha Gibraleón-Ayamonte,SW,1,2
Antiga Estação de Aljaraque,Gibraleón,Train,12.2,Antiga Linha Gibraleón-Ayamonte,NE,2,3
Antiga Estação de Huelva-Término,Avenida de la Villa de Madrid x Avenida del Sur,Car,0.3,,SW,2,4
Antiga Estação de Huelva-Término,Ayuntamiento de Huelva,Car,0.4,,N,4,2
Antiga Estação de Huelva-Término,Gran Teatro de Huelva,Car,0.4,,N,3,1
Antiga Estação de Huelva-Término,"Plaza de Isabel la Católica, Huelva",Car,0.3,,NE,5,3
Antiga Estação de Huelva-Término,"Plaza Doce de Octubre, Huelva",Car,0.6,,NW,1,5
Antiga Estação de Isla Cristina - Pozo del Camino,Ayamonte,Train,7.3,Antiga Linha Gibraleón-Ayamonte,W,1,8
Antiga Estação de Isla Cristina - Pozo del Camino,Isla Cristina,Car,3.0,,S,4,1
Antiga Estação de Isla Cristina - Pozo del Camino,La Redondela,Train,5.3,Antiga Linha Gibraleón-Ayamonte,E,2,1
Antiga Estação de Isla Cristina - Pozo del Camino,Pozo del Camino,Car,0.9,,NE,3,1
AP-4 - Saída 23-24,Área de Serviço de El Fantasma,Car,18.7,AP-4,S,2,1
AP-4 - Saída 23-24,Área de Serviço de Los Palacios,Car,3.6,AP-4,N,1,2
AP-4 - Saída 23-24,Cruzamento da A-362 com a A-375 e a A-376,Car,9.8,,E,4,2
AP-4 - Saída 23-24,Los Palacios y Villafranca,Car,1.4,,W,3,2
AP-4 - Saída 44-45,AP-4 - Saída 53,Car,8.3,AP-4,S,2,1
AP-4 - Saída 44-45,Área de Serviço de El Fantasma,Car,2.9,AP-4,NE,1,2
AP-4 - Saída 53,Área de Serviço de El Cuadrejón,Car,16.2,AP-4,SW,2,1
AP-4 - Saída 53,El Cuervo de Sevilla,Car,8.9,N-4,SW,3,1
AP-6 - Saída 42,Área de Serviço de Villalba,Car,0.4,AP-6,W,2,1
AP-6 - Saída 47,AP-6 - Saída 51,Car,4.3,AP-6,NW,2,1
AP-6 - Saída 47,Área de Serviço de Villalba,Car,5.0,AP-6,E,1,2
AP-6 - Saída 51,AP-6 - Saída 60,Car,8.7,AP-6,NW,2,1
AP-6 - Saída 60,Cruzamento da AP-6 com a AP-61,Car,0.7,AP-6,NW,2,1
AP-6 - Saída 102,AP-6 - Saída 108,Car,5.5,AP-6,N,2,1
AP-6 - Saída 102,Cruzamento da AP-6 com a AP-51,Car,21.1,AP-6,SE,1,2
AP-7 - Saída 142,Área de Serviço de Manilva,Car,5.2,AP-7,S,1,2
AP-7 - Saída 142,Cruzamento II da A-7 com a AP-7,Car,11.3,AP-7,NE,2,1
AP-7 - Saída 172,Área de Serviço de Río Castor,Car,11.5,AP-7,SW,1,2
AP-7 - Saída 172,Cruzamento IV da A-7 com a AP-7,Car,8.7,AP-7,NE,2,3
AP-7 - Saída 200,AP-7 - Saída 213,Car,12.3,AP-7,NE,2,1
AP-7 - Saída 200,Área de Serviço de Altos de Marbella,Car,10.7,AP-7,W,1,2
AP-7 - Saída 213,Cruzamento VI da A-7 com a AP-7,Car,0.7,AP-7,NE,2,1
AP-7 - Saída 226,Cruzamento VII da A-7 com a AP-7,Car,1.0,AP-7,SW,1,3
AP-7 - Saída 226,Cruzamento Sul da MA-20 com a MA-21,Car,2.5,AP-7,NE,2,1
AP-9 - Saída 129,Cruzamento da AG-41 com a AP-9,Car,9.7,AP-9,N,2,1
AP-9 - Saída 129,Cruzamento da AP-9 com a PO-10 e a PO-11,Car,3.3,AP-9,S,1,2
AP-9 - Saída 137,Área de Serviço de San Simón,Car,6.6,AP-9,S,1,2
AP-9 - Saída 137,Cruzamento da AP-9 com a PO-10 e a PO-11,Car,5.0,AP-9,N,2,1
AP-9 - Saída 147B,AP-9 - Saída 148,Car,0.3,AP-9,S,1,2
AP-9 - Saída 147B,Ponte de Rande,Car,1.4,AP-9 - Ponte de Rande,N,2,1
AP-9 - Saída 148,Cruzamento da AP-9 com a AP-9V,Car,2.1,AP-9,SW,1,2
AP-9 - Saída 157,Cruzamento da AP-9 com a AP-9V,Car,6.2,AP-9,NW,2,1
AP-9 - Saída 157,Cruzamento Norte da A-55 com a AP-9,Car,1.9,AP-9,SW,1,2
AP-9 - Saída 168,Cruzamento da AP-9 com a VG-20,Car,6.6,AP-9,N,2,1
AP-9 - Saída 168,Cruzamento Sul da A-55 com a AP-9,Car,9.4,AP-9,S,1,3
AP-36 - Saída 3,Cruzamento da A-4 com a AP-36 e a R-4,Car,4.3,AP-36,SW,1,4
AP-41 - Saída 2,AP-41 - Saída 8,Car,5.8,AP-41,S,2,1
AP-41 - Saída 2,Cruzamento da AP-41 com a R-5,Car,1.8,AP-41,N,1,3
AP-41 - Saída 8,AP-41 - Saída 16,Car,8.3,AP-41,S,2,1
AP-51 - Saída 82,AP-51 - Saída 104,Car,21.8,AP-51,SW,2,1
AP-51 - Saída 82,Cruzamento da AP-6 com a AP-51,Car,0.4,AP-51,NE,1,3
AP-51 - Saída 104,AV-20 - Saída 0,Car,1.6,AP-51,W,2,1
Aqualand Algarve,Porches,Car,3.4,N125,SW,2,1
Aquashow,Cruzamento da N125 com a N396,Car,2.3,,NE,2,4
Aquashow,Estação de Loulé,Car,2.8,,NE,1,2
Aquashow,Quarteira,Car,3.7,,SW,3,1
Aquopolis Cartaya,Cartaya,Car,3.5,,NW,1,6
Aquopolis Cartaya,Cruzamento da A-5058 com a A-5059,Car,7.0,,SE,3,1
Aquopolis Cartaya,El Rompido,Car,6.0,,S,2,1
Arahal,Carmona,Car,26.2,,NW,2,7
Arahal,Marchena,Train,13.3,Linha Utrera-Fuente de Piedra - Media Distancia,NE,7,6
Arahal,Paradas,Car,6.2,,NE,3,1
"Arco de la Victoria, Madrid","Plaza del Cardenal Cisneros, Madrid",Car,0.7,A-6,NW,1,1
Área de Repouso de Castro Marim,Ponte Internacional do Guadiana,Car,1.7,A22,E,2,1
Área de Serviço da Guarda,Cruzamento da A23 com a A25,Car,2.7,A23,N,2,3
Área de Serviço de Alcácer do Sal,Cruzamento da A2 com a A6 e a A13,Car,11.3,A2,NW,1,2
Área de Serviço de Alcochete,Cruzamento da A12 com a A33,Car,4.1,A12,E,2,1
Área de Serviço de Aljustrel,Cruzamento da A2 com a A26,Car,28.0,A2,NW,1,2
Área de Serviço de Altos de Marbella,Cruzamento V da A-7 com a AP-7,Car,3.5,AP-7,W,1,2
Área de Serviço de Antuã-Estarreja,Cruzamento da A1 com a A25,Car,7.7,A1,S,1,2
Área de Serviço de Arroyo de la Miel,Cruzamento VII da A-7 com a AP-7,Car,1.6,A-7/AP-7,NE,2,1
Área de Serviço de Aveiras,Cruzamento da A1 com a A10,Car,13.8,A1,SW,1,2
Área de Serviço de Barcelos,Cruzamento da A3 com a A11,Car,11.1,A3,SE,1,2
Área de Serviço de Coronado/Trofa,Cruzamento da A3 com a A41 CREP,Car,2.5,A3,S,1,2
Área de Serviço de Cortijo de Robledo,Cruzamento da A-7 com a AP-46,Car,21.0,AP-46,SW,1,3
Área de Serviço de Cortijo de Robledo,Cruzamento da A-45 com a AP-46,Car,4.0,AP-46,N,2,3
Área de Serviço de El Cuadrejón,Cruzamento da A-382 com a AP-4,Car,9.2,AP-4,SW,2,1
Área de Serviço de Gaia,Cruzamento da A1 com a A29,Car,1.1,A1,SE,2,1
Área de Serviço de Grândola,Cruzamento da A2 com a A26,Car,8.4,A2,SE,2,1
Área de Serviço de Los Palacios,Cruzamento da AP-4 com a AP-4A,Car,4.8,AP-4,N,1,2
Área de Serviço de Manilva,Cruzamento I da A-7 com a AP-7,Car,4.5,AP-7,SW,1,2
Área de Serviço de Mealhada-Cantanhede,Cruzamento da A1 com a A14,Car,7.0,A1,S,1,2
Área de Serviço de Meco,R-2 - Saída 33,Car,2.5,R-2,SW,2,1
Área de Serviço de Meco,R-2 - Saída 44,Car,7.9,R-2,NE,1,2
Área de Serviço de Oeiras,Cruzamento da A5 com a A9 CREL,Car,2.0,A5,E,1,2
Área de Serviço de Polvoranca,Cruzamento da M-45 com a R-5,Car,4.4,R-5,NE,2,1
Área de Serviço de Polvoranca,R-5 - Saída 9,Car,1.5,R-5,SW,1,2
Área de Serviço de Río Castor,Cruzamento III da A-7 com a AP-7,Car,3.7,AP-7,SW,1,3
Área de Serviço de San Simón,Cruzamento da AG-46 com a AP-9,Car,2.8,AP-9,S,1,2
Área de Serviço de Santarém,Cruzamento da A1 com a A15,Car,17.3,A1,SW,1,2
Área de Serviço de Santarém,Cruzamento da A1 com a A23,Car,9.6,A1,N,2,1
Área de Serviço de Seseña,R-4 - Saída 12,Car,7.7,R-4,NW,1,2
Área de Serviço de Seseña,R-4 - Saída 22,Car,2.5,R-4,SE,2,1
Área de Serviço de Sintra,Cruzamento da A16 com o IC19,Car,1.2,A16,S,1,2
Área de Serviço de Vendas Novas,Cruzamento da A2 com a A6 e a A13,Car,6.2,A6,SW,1,3
Área de Serviço de Villacastín,Cruzamento da AP-6 com a AP-51,Car,1.9,AP-6,W,2,1
Área de Serviço de Villacastín,Cruzamento da AP-6 com a AP-61,Car,18.2,AP-6,E,1,2
Área de Serviço de Viseu,Cruzamento da A24 com a A25 e o IP3,Car,2.4,A25,W,1,2
Armação de Pêra,"Pêra, Silves",Car,3.5,,NE,1,4
Armação de Pêra,Porches,Car,5.5,,NW,4,2
Armação de Pêra,Praia da Cova Redonda,Car,3.5,,SW,3,1
Aroche,Barrancos,Car,32.8,,N,2,1
Aroche,Rosal de la Frontera,Car,26.9,N-433,W,1,3
Autódromo Internacional do Algarve,Marmelete,Car,12.5,,NW,2,2
AV-20 - Saída 0,AV-20 - Saída 3-4,Car,3.2,AV-20,W,2,1
AV-20 - Saída 3-4,Cruzamento da A-50 com a AV-20,Car,3.0,AV-20,W,2,1
AV-20 - Saída 8-9,Cruzamento da A-50 com a AV-20,Car,2.3,AV-20,N,1,2
AV-20 - Saída 8-9,Cruzamento da N-110 com a N-502,Car,4.2,N-110,W,2,1
Avenida de Andalucía x Avenida Pío XII,"Avenida de Andalucía, Huelva",Car,1.1,,NE,1,3
Avenida de Andalucía x Avenida Pío XII,"Calle Galaroza, Huelva",Car,1.1,,E,6,6
Avenida de Andalucía x Avenida Pío XII,Plaza de Ivonne Cazenave,Car,0.6,,W,3,3
Avenida de Andalucía x Avenida Pío XII,"Plaza de la Dinastía de los Litri, Huelva",Car,0.5,,SW,5,1
Avenida de Andalucía x Avenida Pío XII,Plaza del Huerto Paco,Car,0.7,,N,2,3
Avenida de Andalucía x Avenida Pío XII,Reitoria da Universidade de Huelva,Car,0.4,,S,4,1
"Avenida de Andalucía, Huelva",Avenida de Honduras x Avenida de Pablo Ruiz Picasso,Car,0.8,,SE,4,4
"Avenida de Andalucía, Huelva","Avenida de Santa Marta, Huelva",Car,0.5,,N,2,4
"Avenida de Andalucía, Huelva","Calle Galaroza, Huelva",Car,0.8,,S,5,1
"Avenida de Andalucía, Huelva",H-31 - Fim,Car,0.8,,NE,1,4
"Avenida de Andalucía, Sevilha",Cruzamento da A-92 com a SE-30,Car,1.2,A-92,E,1,3
"Avenida de Andalucía, Sevilha",Estação de Sevilha-Santa Justa,Car,2.2,,W,2,2
Avenida de Diego Morón x Avenida de Santa Marta,Avenida de las Flores x Calle Doctor Juan Nicolás Márquez Domínguez,Car,0.6,,E,4,2
Avenida de Diego Morón x Avenida de Santa Marta,"Avenida de Santa Marta, Huelva",Car,0.8,,S,3,2
Avenida de Diego Morón x Avenida de Santa Marta,H-30 - Saída 8,Car,0.5,,N,2,3
Avenida de Diego Morón x Avenida de Santa Marta,"Humilladero de la Cinta, Huelva",Car,1.3,,W,1,4
"Avenida de España, La Línea de la Concepción","Calle Cartagena, La Línea de la Concepción",Car,2.5,,NE,2,3
"Avenida de España, La Línea de la Concepción","Campamento, San Roque",Car,1.7,N-351,NW,1,5
"Avenida de España, La Línea de la Concepción",Fronteira Espanha-Gibraltar - Lado espanhol,Car,1.9,N-351,SE,4,1
"Avenida de España, La Línea de la Concepción",La Línea de la Concepción - Centro da cidade,Car,1.7,,E,3,3
"Avenida de Francisco Montenegro, Huelva",Estádio Nuevo Colombino,Car,2.2,,N,1,3
"Avenida de Francisco Montenegro, Huelva",H-30 - Saída 18,Car,1.8,,SE,2,3
"Avenida de Francisco Montenegro, Huelva",Polígono Industrial Francisco Montenegro,Car,0.5,,E,3,1
"Avenida de Francisco Montenegro, Huelva",Porto Interior de Huelva,Boat,3.7,Rio Odiel,N,4,4
Avenida de Guatemala x Avenida del Nuevo Colombino,Avenida del Alcalde Federico Molina Orta x Calle Galaroza,Car,1.2,,NE,6,3
Avenida de Guatemala x Avenida del Nuevo Colombino,Avenida del Nuevo Colombino x Calle Jabugo,Car,0.8,,NE,7,5
Avenida de Guatemala x Avenida del Nuevo Colombino,Barrio Reina Victoria,Car,0.5,,NW,2,2
Avenida de Guatemala x Avenida del Nuevo Colombino,"Calle Cervantes, Huelva",Car,0.9,,E,8,3
Avenida de Guatemala x Avenida del Nuevo Colombino,Centro Comercial Costa Luz,Car,0.7,,NW,5,2
Avenida de Guatemala x Avenida del Nuevo Colombino,H-30 - Saída 15,Car,1.6,,SW,3,4
Avenida de Guatemala x Avenida del Nuevo Colombino,Museu de Huelva,Car,0.8,,W,4,3
Avenida de Guatemala x Avenida del Nuevo Colombino,Plaza de Fray Genaro Prieto,Car,0.6,,NW,1,3
Avenida de Honduras x Avenida de las Fuerzas Armadas,Avenida de Honduras x Avenida de Pablo Ruiz Picasso,Car,0.5,,NW,4,3
Avenida de Honduras x Avenida de las Fuerzas Armadas,Avenida del Alcalde Federico Molina Orta x Calle Galaroza,Car,0.8,,SW,6,2
Avenida de Honduras x Avenida de las Fuerzas Armadas,Avenida del Nuevo Colombino x Calle Jabugo,Car,1.1,,SW,7,3
Avenida de Honduras x Avenida de las Fuerzas Armadas,"Calle Galaroza, Huelva",Car,1.0,,W,5,3
Avenida de Honduras x Avenida de las Fuerzas Armadas,H-30 - Saída 11A,Car,0.8,,NE,2,9
Avenida de Honduras x Avenida de las Fuerzas Armadas,Polígono Industrial Polirrosa,Car,0.4,,SE,3,5
Avenida de Honduras x Avenida de las Fuerzas Armadas,Universidade de Huelva - Campus de El Carmen,Car,0.9,,N,1,7
Avenida de Honduras x Avenida de Pablo Ruiz Picasso,"Calle Galaroza, Huelva",Car,0.9,,SW,5,2
Avenida de Honduras x Avenida de Pablo Ruiz Picasso,H-31 - Fim,Car,0.8,,N,1,5
Avenida de Honduras x Avenida de Pablo Ruiz Picasso,Universidade de Huelva - Campus de El Carmen,Car,0.5,,NE,2,8
"Avenida de Jacinto Benavente, Málaga",Cruzamento da A-45 com a A-7,Car,0.8,A-45,N,1,4
"Avenida de Kansas City, Sevilha",Cruzamento da A-4 Norte com a SE-30,Car,1.5,,NE,1,4
"Avenida de Kansas City, Sevilha",Estação de Sevilha-Santa Justa,Car,0.8,,SW,2,1
Avenida de la Villa de Madrid x Avenida del Sur,H-30 - Saída 15,Car,1.5,,SE,3,5
Avenida de la Villa de Madrid x Avenida del Sur,Molhe da Compañía de Río Tinto,Car,0.5,,E,2,3
Avenida de la Villa de Madrid x Avenida del Sur,"Plaza Doce de Octubre, Huelva",Car,0.6,,NW,1,3
Avenida de las Flores x Calle Doctor Juan Nicolás Márquez Domínguez,"Avenida de Santa Marta, Huelva",Car,0.9,,SW,1,3
Avenida de las Flores x Calle Doctor Juan Nicolás Márquez Domínguez,H-30 - Saída 9,Car,0.5,,N,3,3
Avenida de las Flores x Calle Doctor Juan Nicolás Márquez Domínguez,H-31 - Fim,Car,0.9,,S,5,2
